,mins,mintimes,sensornamemin
561,-9.085089000000002,2020-02-27 03:57:36.392000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
562,-8.491228000000001,2020-02-27 17:03:02.429000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
563,-7.936739000000001,2020-02-28 04:52:30.150000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
564,-8.143442000000002,2020-02-28 17:12:26.633000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
565,-8.182814,2020-02-29 05:32:11.042000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
566,-8.304211,2020-02-29 17:36:49.868000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
567,-7.477399,2020-03-01 06:42:12.458000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
568,-7.730036,2020-03-01 18:26:40.391000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
569,-6.959001000000001,2020-03-02 07:21:59.251000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
570,-7.319910999999999,2020-03-02 19:16:33.489000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
571,-7.375688000000002,2020-03-03 08:16:56.365000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
572,-7.667697,2020-03-03 20:16:30.728000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
573,-7.569267,2020-03-04 09:42:20.995000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
574,-6.899943,2020-03-04 21:31:44.786000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
575,-6.939315000000001,2020-03-05 10:37:16.440000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
576,-7.070555000000001,2020-03-05 22:46:54.883000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
577,-8.186095000000002,2020-03-06 11:27:03.562000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
578,-9.423032000000001,2020-03-06 23:11:21.349000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
579,-8.241871999999999,2020-03-07 12:26:58.983000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
580,-9.501776,2020-03-08 00:46:42.056000-05:00,Sapelo Island Ferry Dock Sea Level Sensor
581,-8.786518000000001,2020-03-08 14:21:55.037000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
582,-9.590363,2020-03-09 02:53:35.006000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
583,-9.478809000000002,2020-03-09 15:23:41.781000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
584,-10.03986,2020-03-10 03:48:34.491000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
585,-9.751132000000002,2020-03-10 16:08:27.108000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
586,-10.13829,2020-03-11 04:48:28.217000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
587,-9.836438000000001,2020-03-11 16:58:14.203000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
588,-9.810190000000002,2020-03-12 05:33:13.635000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
589,-9.738008,2020-03-12 17:42:57.723000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
590,-9.298354,2020-03-13 06:28:08.538000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
591,-9.593644000000001,2020-03-13 18:22:42.476000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
592,-9.275387,2020-03-14 07:18:01.284000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
593,-8.72746,2020-03-14 19:12:36.341000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
594,-7.871119,2020-03-15 08:13:02.360000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
595,-7.775970000000001,2020-03-15 19:32:04.455000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
596,-6.279834000000001,2020-03-16 09:53:26.041000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
597,-6.745736000000001,2020-03-16 21:17:32.894000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
598,-7.1722660000000005,2020-03-17 10:31:33.608000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
599,-6.942596,2020-03-17 22:36:31.189000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
600,-7.336316000000002,2020-03-18 11:31:54.741000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
601,-7.218200000000001,2020-03-18 23:41:37.049000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
602,-7.648011,2020-03-19 12:11:36.867000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
603,-7.618482,2020-03-20 00:11:10.265000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
604,-8.212343,2020-03-20 12:51:15.118000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
605,-8.382954999999999,2020-03-21 01:16:04.036000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
606,-9.176957,2020-03-21 13:51:07.168000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
607,-8.753708000000001,2020-03-22 01:45:31.956000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
608,-7.2280429999999996,2020-03-22 14:25:39.434000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
609,-3.704249000000001,2020-03-22 23:53:09.183000-04:00,Sapelo Island Ferry Dock Sea Level Sensor
610,100.0,2020-02-23 12:00:00-05:00,fake
611,-4.173432000000002,2020-02-24 02:49:55.805000-05:00,Savannah State Sea Level Sensor
612,-4.284986,2020-02-24 15:22:11.042000-05:00,Savannah State Sea Level Sensor
613,2.1556170000000012,2020-02-24 23:45:37.730000-05:00,Savannah State Sea Level Sensor
614,-4.435911999999998,2020-02-25 16:20:30.710000-05:00,Savannah State Sea Level Sensor
615,-4.120936,2020-02-26 03:52:00.029000-05:00,Savannah State Sea Level Sensor
616,-4.704954000000001,2020-02-26 16:18:06.620000-05:00,Savannah State Sea Level Sensor
617,-5.141327,2020-02-27 04:19:53.086000-05:00,Savannah State Sea Level Sensor
618,-4.606524,2020-02-27 16:46:02.899000-05:00,Savannah State Sea Level Sensor
619,-3.9240759999999995,2020-02-28 04:47:47.726000-05:00,Savannah State Sea Level Sensor
620,-4.1865559999999995,2020-02-28 17:07:58.273000-05:00,Savannah State Sea Level Sensor
621,-4.593399999999999,2020-02-29 05:27:56.202000-05:00,Savannah State Sea Level Sensor
622,-4.399820999999999,2020-02-29 17:05:38.836000-05:00,Savannah State Sea Level Sensor
623,-3.3630249999999986,2020-03-01 06:07:59.148000-05:00,Savannah State Sea Level Sensor
624,-3.8059600000000007,2020-03-01 18:09:57.186000-05:00,Savannah State Sea Level Sensor
625,-2.824940999999999,2020-03-02 07:06:20.363000-05:00,Savannah State Sea Level Sensor
626,-3.244909,2020-03-02 18:50:01.818000-05:00,Savannah State Sea Level Sensor
627,-3.0447679999999995,2020-03-03 07:28:16.013000-05:00,Savannah State Sea Level Sensor
628,-3.632067000000001,2020-03-03 20:06:32.485000-05:00,Savannah State Sea Level Sensor
629,-3.3433390000000003,2020-03-04 09:57:36.315000-05:00,Savannah State Sea Level Sensor
630,-2.5887089999999997,2020-03-04 22:29:48.690000-05:00,Savannah State Sea Level Sensor
631,-2.5394939999999995,2020-03-05 10:01:22.743000-05:00,Savannah State Sea Level Sensor
632,-3.0907020000000003,2020-03-05 22:45:40.951000-05:00,Savannah State Sea Level Sensor
633,-4.386696999999998,2020-03-06 11:42:09.976000-05:00,Savannah State Sea Level Sensor
634,-6.105940999999998,2020-03-06 23:50:03.550000-05:00,Savannah State Sea Level Sensor
635,-4.288266999999998,2020-03-07 11:57:56.895000-05:00,Savannah State Sea Level Sensor
636,-5.761436,2020-03-08 01:00:28.530000-05:00,Savannah State Sea Level Sensor
637,-5.075706999999998,2020-03-08 14:20:36.363000-04:00,Savannah State Sea Level Sensor
638,-5.892676000000002,2020-03-09 02:52:44.884000-04:00,Savannah State Sea Level Sensor
639,-5.994387,2020-03-09 15:25:01.770000-04:00,Savannah State Sea Level Sensor
640,-6.342172999999999,2020-03-10 03:51:04.705000-04:00,Savannah State Sea Level Sensor
641,-6.174841999999998,2020-03-10 16:17:16.258000-04:00,Savannah State Sea Level Sensor
642,-6.555438000000002,2020-03-11 04:43:16.830000-04:00,Savannah State Sea Level Sensor
643,-3.3564629999999998,2020-03-11 18:40:34.096000-04:00,Savannah State Sea Level Sensor
644,0.39043900000000065,2020-03-12 08:43:53.833000-04:00,Savannah State Sea Level Sensor
645,-5.5777,2020-03-12 17:13:36.840000-04:00,Savannah State Sea Level Sensor
646,-5.646601,2020-03-13 06:46:54.258000-04:00,Savannah State Sea Level Sensor
647,-5.856584999999999,2020-03-13 18:36:49.175000-04:00,Savannah State Sea Level Sensor
648,-5.515360999999999,2020-03-14 07:15:04.853000-04:00,Savannah State Sea Level Sensor
649,-4.816507999999999,2020-03-14 19:11:05.825000-04:00,Savannah State Sea Level Sensor
650,-4.239052000000001,2020-03-15 08:07:35.401000-04:00,Savannah State Sea Level Sensor
651,-4.10125,2020-03-15 19:45:33.135000-04:00,Savannah State Sea Level Sensor
652,-2.677296,2020-03-16 08:48:33.825000-04:00,Savannah State Sea Level Sensor
653,-2.929933,2020-03-16 20:56:39.935000-04:00,Savannah State Sea Level Sensor
654,-3.3433390000000003,2020-03-17 10:17:31.555000-04:00,Savannah State Sea Level Sensor
655,-2.808536,2020-03-17 21:43:05.484000-04:00,Savannah State Sea Level Sensor
656,-3.218660999999999,2020-03-18 11:34:28.906000-04:00,Savannah State Sea Level Sensor
657,-3.0053959999999975,2020-03-18 23:31:48.920000-04:00,Savannah State Sea Level Sensor
658,-3.7993979999999983,2020-03-19 12:04:19.493000-04:00,Savannah State Sea Level Sensor
659,-3.750183,2020-03-20 00:24:34.743000-04:00,Savannah State Sea Level Sensor
660,-4.193117999999998,2020-03-20 13:03:21.205000-04:00,Savannah State Sea Level Sensor
661,-4.373573,2020-03-21 00:59:39.644000-04:00,Savannah State Sea Level Sensor
662,-5.1150790000000015,2020-03-21 13:56:17.617000-04:00,Savannah State Sea Level Sensor
663,-4.924780999999999,2020-03-22 01:40:04.973000-04:00,Savannah State Sea Level Sensor
664,-3.074296999999998,2020-03-22 14:24:36.949000-04:00,Savannah State Sea Level Sensor
665,2.0342200000000012,2020-03-22 23:30:36.761000-04:00,Savannah State Sea Level Sensor
666,100.0,2020-02-23 12:00:00-05:00,fake
667,-4.163589,2020-02-24 03:07:44.714000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
668,-4.186556000000001,2020-02-24 15:44:28.653000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
669,-3.809241000000002,2020-02-25 03:50:41.048000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
670,-4.357168,2020-02-25 16:27:21.418000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
671,-4.202961000000002,2020-02-26 04:18:17.984000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
672,-4.563870999999999,2020-02-26 16:34:37.585000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
673,-5.2824100000000005,2020-02-27 04:35:40.574000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
674,-4.609805,2020-02-27 16:57:10.140000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
675,-4.022506,2020-02-28 05:03:17.181000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
676,-4.163589,2020-02-28 17:34:56.607000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
677,-4.649177000000002,2020-02-29 05:30:52.604000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
678,-4.485127,2020-02-29 17:26:56.105000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
679,-3.471298000000001,2020-03-01 06:28:54.796000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
680,-3.8387700000000002,2020-03-01 18:19:53.721000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
681,-2.8774370000000005,2020-03-02 07:01:35.726000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
682,-3.3630250000000004,2020-03-02 19:28:07.357000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
683,-3.126793000000001,2020-03-03 08:04:45.181000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
684,-3.6255050000000004,2020-03-03 20:05:58.724000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
685,-3.4023970000000006,2020-03-04 10:08:59.529000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
686,-2.762602000000001,2020-03-04 22:15:09.653000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
687,-2.7855690000000006,2020-03-05 10:21:16.731000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
688,-3.136636000000001,2020-03-05 22:47:49.267000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
689,-4.380134999999999,2020-03-06 11:54:59.961000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
690,-6.069850000000001,2020-03-07 00:06:12.214000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
691,-4.340763000000001,2020-03-07 12:47:59.517000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
692,-5.7056590000000025,2020-03-08 01:19:30.043000-05:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
693,-4.993682,2020-03-08 14:51:09.564000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
694,-5.669568000000002,2020-03-09 03:27:43.528000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
695,-5.518642000000002,2020-03-09 15:49:14.730000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
696,-5.9582960000000025,2020-03-10 04:20:48.495000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
697,-5.771279,2020-03-10 16:37:11.991000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
698,-6.115784000000001,2020-03-11 05:18:50.397000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
699,-5.833618000000001,2020-03-11 17:30:09.160000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
700,-5.856585000000001,2020-03-12 06:06:45.562000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
701,-5.745031000000001,2020-03-12 18:18:03.892000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
702,-5.479270000000001,2020-03-13 07:04:49.325000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
703,-5.5777,2020-03-13 19:06:04.382000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
704,-5.410368999999999,2020-03-14 07:42:41.449000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
705,-4.796822000000002,2020-03-14 19:33:38.735000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
706,-4.166870000000001,2020-03-15 08:25:29.875000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
707,-4.061878,2020-03-15 19:51:08.029000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
708,-2.6805770000000013,2020-03-16 09:03:16.847000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
709,-3.0021150000000016,2020-03-16 20:59:26.625000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
710,-3.389273000000001,2020-03-17 10:21:50.033000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
711,-2.844627000000001,2020-03-17 21:27:02.884000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
712,-3.340058000000001,2020-03-18 11:40:11.549000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
713,-3.097264000000001,2020-03-18 23:46:18.942000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
714,-3.799398,2020-03-19 12:07:43.504000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
715,-3.792836000000001,2020-03-20 00:24:00.461000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
716,-4.239052000000001,2020-03-20 13:13:59.550000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
717,-4.442473999999999,2020-03-21 01:30:17.443000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
718,-5.197104000000001,2020-03-21 14:06:58.951000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
719,-4.911657000000002,2020-03-22 01:42:36.167000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
720,-3.2613140000000005,2020-03-22 14:24:16.922000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
721,1.0958539999999992,2020-03-22 23:53:06.164000-04:00,Diamond Causeway at Shipyard Creek Sea Level Sensor
722,100.0,2020-02-23 12:00:00-05:00,fake
723,-2.017814999999999,2020-02-24 04:47:59.823000-05:00,Rose Dhu Island Sea Level Sensor
724,-2.0703110000000002,2020-02-24 17:26:14.007000-05:00,Rose Dhu Island Sea Level Sensor
725,-1.7979879999999984,2020-02-25 04:01:23.503000-05:00,Rose Dhu Island Sea Level Sensor
726,-1.9915669999999999,2020-02-25 17:20:00.881000-05:00,Rose Dhu Island Sea Level Sensor
727,-2.0145339999999994,2020-02-26 05:47:33.520000-05:00,Rose Dhu Island Sea Level Sensor
728,-1.9751619999999992,2020-02-26 18:40:50.737000-05:00,Rose Dhu Island Sea Level Sensor
729,-2.040782,2020-02-27 07:03:13.954000-05:00,Rose Dhu Island Sea Level Sensor
730,-2.2113940000000003,2020-02-27 17:58:43.538000-05:00,Rose Dhu Island Sea Level Sensor
731,-2.0342199999999995,2020-02-28 07:03:49.190000-05:00,Rose Dhu Island Sea Level Sensor
732,-2.1359309999999994,2020-02-28 17:44:03.359000-05:00,Rose Dhu Island Sea Level Sensor
733,-2.0440629999999995,2020-02-29 06:52:30.275000-05:00,Rose Dhu Island Sea Level Sensor
734,-2.1818649999999984,2020-02-29 17:50:39.457000-05:00,Rose Dhu Island Sea Level Sensor
735,-2.0375010000000007,2020-03-01 06:50:30.289000-05:00,Rose Dhu Island Sea Level Sensor
736,-2.1260879999999993,2020-03-01 18:06:34.848000-05:00,Rose Dhu Island Sea Level Sensor
737,-2.0243769999999994,2020-03-02 08:14:37.317000-05:00,Rose Dhu Island Sea Level Sensor
738,-2.067029999999999,2020-03-02 19:54:24.598000-05:00,Rose Dhu Island Sea Level Sensor
739,-2.0539059999999996,2020-03-03 10:29:54.151000-05:00,Rose Dhu Island Sea Level Sensor
740,-2.0834349999999997,2020-03-03 21:09:53.536000-05:00,Rose Dhu Island Sea Level Sensor
741,-1.9882860000000004,2020-03-04 09:06:42.410000-05:00,Rose Dhu Island Sea Level Sensor
742,-1.778302,2020-03-04 21:29:30.817000-05:00,Rose Dhu Island Sea Level Sensor
743,-1.8504839999999998,2020-03-05 11:26:39.878000-05:00,Rose Dhu Island Sea Level Sensor
744,-1.9062610000000006,2020-03-06 00:37:17.124000-05:00,Rose Dhu Island Sea Level Sensor
745,-2.0375010000000007,2020-03-06 14:06:15.500000-05:00,Rose Dhu Island Sea Level Sensor
746,-2.0243769999999994,2020-03-07 02:06:02.514000-05:00,Rose Dhu Island Sea Level Sensor
747,-2.1588980000000006,2020-03-07 15:01:17.134000-05:00,Rose Dhu Island Sea Level Sensor
748,-2.0342199999999995,2020-03-08 04:05:09.981000-04:00,Rose Dhu Island Sea Level Sensor
749,-2.152336,2020-03-08 16:48:11.449000-04:00,Rose Dhu Island Sea Level Sensor
750,-2.021096,2020-03-09 05:05:16.988000-04:00,Rose Dhu Island Sea Level Sensor
751,-2.1359309999999994,2020-03-09 17:42:31.222000-04:00,Rose Dhu Island Sea Level Sensor
752,-2.021096,2020-03-10 06:15:05.201000-04:00,Rose Dhu Island Sea Level Sensor
753,-2.0539059999999996,2020-03-10 18:12:14.568000-04:00,Rose Dhu Island Sea Level Sensor
754,-2.0243769999999994,2020-03-11 07:10:29.373000-04:00,Rose Dhu Island Sea Level Sensor
755,-2.040782,2020-03-11 19:19:35.201000-04:00,Rose Dhu Island Sea Level Sensor
756,-2.0046909999999993,2020-03-12 07:54:47.169000-04:00,Rose Dhu Island Sea Level Sensor
757,-2.0735919999999997,2020-03-12 18:49:12.757000-04:00,Rose Dhu Island Sea Level Sensor
758,-1.9882860000000004,2020-03-13 07:21:48.588000-04:00,Rose Dhu Island Sea Level Sensor
759,-2.067029999999999,2020-03-13 19:23:25.403000-04:00,Rose Dhu Island Sea Level Sensor
760,-2.00141,2020-03-14 07:57:12.601000-04:00,Rose Dhu Island Sea Level Sensor
761,-2.076873000000001,2020-03-14 18:57:58.139000-04:00,Rose Dhu Island Sea Level Sensor
762,-1.9948479999999993,2020-03-15 10:24:03.667000-04:00,Rose Dhu Island Sea Level Sensor
763,-2.076873000000001,2020-03-15 20:53:45.020000-04:00,Rose Dhu Island Sea Level Sensor
764,-2.017814999999999,2020-03-16 10:38:21.043000-04:00,Rose Dhu Island Sea Level Sensor
765,-2.0145339999999994,2020-03-16 22:40:21.910000-04:00,Rose Dhu Island Sea Level Sensor
766,-2.011253,2020-03-17 11:58:58.976000-04:00,Rose Dhu Island Sea Level Sensor
767,-2.0375010000000007,2020-03-17 23:25:16.066000-04:00,Rose Dhu Island Sea Level Sensor
768,-2.0834349999999997,2020-03-18 13:14:51.169000-04:00,Rose Dhu Island Sea Level Sensor
769,-2.0375010000000007,2020-03-19 01:11:51.041000-04:00,Rose Dhu Island Sea Level Sensor
770,-2.076873000000001,2020-03-19 14:10:05.418000-04:00,Rose Dhu Island Sea Level Sensor
771,-2.0243769999999994,2020-03-20 01:56:41.497000-04:00,Rose Dhu Island Sea Level Sensor
772,-2.0932779999999998,2020-03-20 15:30:47.596000-04:00,Rose Dhu Island Sea Level Sensor
773,-2.0375010000000007,2020-03-21 02:56:51.003000-04:00,Rose Dhu Island Sea Level Sensor
774,-2.1359309999999994,2020-03-21 16:22:22.140000-04:00,Rose Dhu Island Sea Level Sensor
775,-2.0539059999999996,2020-03-22 04:27:04.439000-04:00,Rose Dhu Island Sea Level Sensor
776,-2.0637489999999996,2020-03-22 15:39:18.134000-04:00,Rose Dhu Island Sea Level Sensor
777,2.188427000000001,2020-03-22 23:47:41.299000-04:00,Rose Dhu Island Sea Level Sensor
778,100.0,2020-02-23 12:00:00-05:00,fake
779,-0.5380839999999996,2020-02-24 04:57:44.432000-05:00,Hwy 21 at St Augustine Creek Level Sensor
780,-0.6069849999999999,2020-02-24 17:39:35.284000-05:00,Hwy 21 at St Augustine Creek Level Sensor
781,-0.5577700000000014,2020-02-25 05:40:48.181000-05:00,Hwy 21 at St Augustine Creek Level Sensor
782,-0.6857290000000003,2020-02-25 18:12:27.773000-05:00,Hwy 21 at St Augustine Creek Level Sensor
783,-1.1089780000000005,2020-02-26 06:03:30.235000-05:00,Hwy 21 at St Augustine Creek Level Sensor
784,-1.0400770000000001,2020-02-26 18:35:11.912000-05:00,Hwy 21 at St Augustine Creek Level Sensor
785,-1.384582,2020-02-27 06:46:26.967000-05:00,Hwy 21 at St Augustine Creek Level Sensor
786,-1.8307979999999997,2020-02-27 18:32:31.884000-05:00,Hwy 21 at St Augustine Creek Level Sensor
787,-1.3616149999999987,2020-02-28 06:53:58.291000-05:00,Hwy 21 at St Augustine Creek Level Sensor
788,-1.788145,2020-02-28 19:05:32.192000-05:00,Hwy 21 at St Augustine Creek Level Sensor
789,-2.0342199999999995,2020-02-29 07:06:40.285000-05:00,Hwy 21 at St Augustine Creek Level Sensor
790,-2.4082540000000012,2020-02-29 18:47:37.230000-05:00,Hwy 21 at St Augustine Creek Level Sensor
791,-1.9390710000000002,2020-03-01 07:34:27.440000-05:00,Hwy 21 at St Augustine Creek Level Sensor
792,-2.3327910000000003,2020-03-01 19:51:03.003000-05:00,Hwy 21 at St Augustine Creek Level Sensor
793,-1.7258060000000004,2020-03-02 08:12:30.484000-05:00,Hwy 21 at St Augustine Creek Level Sensor
794,-2.237642000000001,2020-03-02 20:18:51.596000-05:00,Hwy 21 at St Augustine Creek Level Sensor
795,-2.0342199999999995,2020-03-03 09:15:59.688000-05:00,Hwy 21 at St Augustine Creek Level Sensor
796,-2.4476259999999996,2020-03-03 21:17:16.051000-05:00,Hwy 21 at St Augustine Creek Level Sensor
797,-2.1162449999999993,2020-03-04 10:49:51.861000-05:00,Hwy 21 at St Augustine Creek Level Sensor
798,-0.3116950000000003,2020-03-04 23:26:36.333000-05:00,Hwy 21 at St Augustine Creek Level Sensor
799,1.3025570000000002,2020-03-05 11:32:50.630000-05:00,Hwy 21 at St Augustine Creek Level Sensor
800,2.496841,2020-03-06 01:30:52.700000-05:00,Hwy 21 at St Augustine Creek Level Sensor
801,2.8282220000000002,2020-03-06 14:43:41.004000-05:00,Hwy 21 at St Augustine Creek Level Sensor
802,2.273732999999999,2020-03-07 02:55:04.525000-05:00,Hwy 21 at St Augustine Creek Level Sensor
803,2.030939,2020-03-07 14:56:35.947000-05:00,Hwy 21 at St Augustine Creek Level Sensor
804,1.309118999999999,2020-03-08 04:33:23.738000-04:00,Hwy 21 at St Augustine Creek Level Sensor
805,1.2992760000000008,2020-03-08 17:15:38.927000-04:00,Hwy 21 at St Augustine Creek Level Sensor
806,0.6922910000000009,2020-03-09 05:26:55.597000-04:00,Hwy 21 at St Augustine Creek Level Sensor
807,0.8858699999999988,2020-03-09 18:03:41.485000-04:00,Hwy 21 at St Augustine Creek Level Sensor
808,0.42981100000000083,2020-03-10 06:25:04.214000-04:00,Hwy 21 at St Augustine Creek Level Sensor
809,0.4002820000000007,2020-03-10 18:46:51.172000-04:00,Hwy 21 at St Augustine Creek Level Sensor
810,0.15748799999999896,2020-03-11 07:23:35.087000-04:00,Hwy 21 at St Augustine Creek Level Sensor
811,-0.23623199999999933,2020-03-11 19:34:59.918000-04:00,Hwy 21 at St Augustine Creek Level Sensor
812,0.06890100000000032,2020-03-12 08:11:44.531000-04:00,Hwy 21 at St Augustine Creek Level Sensor
813,-0.541364999999999,2020-03-12 20:18:01.023000-04:00,Hwy 21 at St Augustine Creek Level Sensor
814,-0.1902980000000003,2020-03-13 09:04:59.381000-04:00,Hwy 21 at St Augustine Creek Level Sensor
815,-1.2927140000000001,2020-03-13 21:01:17.302000-04:00,Hwy 21 at St Augustine Creek Level Sensor
816,-1.115540000000001,2020-03-14 09:43:06.621000-04:00,Hwy 21 at St Augustine Creek Level Sensor
817,-1.5847230000000003,2020-03-14 21:29:03.964000-04:00,Hwy 21 at St Augustine Creek Level Sensor
818,-0.9482090000000003,2020-03-15 10:20:51.909000-04:00,Hwy 21 at St Augustine Creek Level Sensor
819,-1.6831530000000008,2020-03-15 21:46:23.163000-04:00,Hwy 21 at St Augustine Creek Level Sensor
820,-0.374034,2020-03-16 11:18:53.524000-04:00,Hwy 21 at St Augustine Creek Level Sensor
821,-1.2336559999999999,2020-03-16 22:59:44.847000-04:00,Hwy 21 at St Augustine Creek Level Sensor
822,-1.0958539999999992,2020-03-17 12:12:04.843000-04:00,Hwy 21 at St Augustine Creek Level Sensor
823,-1.8078310000000002,2020-03-17 23:22:25.901000-04:00,Hwy 21 at St Augustine Creek Level Sensor
824,-1.5092600000000012,2020-03-18 13:00:13.746000-04:00,Hwy 21 at St Augustine Creek Level Sensor
825,-2.014534000000001,2020-03-19 00:51:10.132000-04:00,Hwy 21 at St Augustine Creek Level Sensor
826,-1.8012690000000013,2020-03-19 13:58:27.950000-04:00,Hwy 21 at St Augustine Creek Level Sensor
827,-2.398411000000001,2020-03-20 01:54:30.455000-04:00,Hwy 21 at St Augustine Creek Level Sensor
828,-2.39513,2020-03-20 14:46:35.399000-04:00,Hwy 21 at St Augustine Creek Level Sensor
829,-2.7658830000000005,2020-03-21 02:42:40.233000-04:00,Hwy 21 at St Augustine Creek Level Sensor
830,-2.949619,2020-03-21 15:44:51.099000-04:00,Hwy 21 at St Augustine Creek Level Sensor
